faculty,programme,programme_slug,um_title,onet_code,onet_title,mapping_method,gemini_confidence
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF MEDIA STUDIES (INDUSTRIAL MODE),bachelor-of-media-studies,Strategic Communications Consultant,27-3031.00,Public Relations Specialists,gemini,0.85
FACULTY OF ARTS & SOCIAL SCIENCE,BACHELOR OF MEDIA STUDIES (INDUSTRIAL MODE),bachelor-of-media-studies,Citizen Journalist,27-3023.00,"News Analysts, Reporters, and Journalists",gemini,0.85
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF SCIENCE IN ARCHITECTURE,bachelor-of-science-in-architecture,Architect,17-1011.00,"Architects, Except Landscape and Naval",curated,
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF SCIENCE IN ARCHITECTURE,bachelor-of-science-in-architecture,Architectural Assistant,17-3011.00,Architectural and Civil Drafters,gemini,0.85
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF SCIENCE IN ARCHITECTURE,bachelor-of-science-in-architecture,Urban Planner,19-3051.00,Urban and Regional Planners,gemini,0.98
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF SCIENCE IN ARCHITECTURE,bachelor-of-science-in-architecture,Interior Designer,27-1025.00,Interior Designers,curated,
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF SCIENCE IN ARCHITECTURE,bachelor-of-science-in-architecture,Landscape Designer,17-1012.00,Landscape Architects,curated,
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF SCIENCE IN ARCHITECTURE,bachelor-of-science-in-architecture,Building Designer,17-1011.00,"Architects, Except Landscape and Naval",gemini,0.85
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF SCIENCE IN ARCHITECTURE,bachelor-of-science-in-architecture,Project Coordinator,13-1082.00,Project Management Specialists,gemini,0.9
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF SCIENCE IN ARCHITECTURE,bachelor-of-science-in-architecture,Construction Manager,11-9021.00,Construction Managers,curated,
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF SCIENCE IN ARCHITECTURE,bachelor-of-science-in-architecture,Draftsperson,17-3011.00,Architectural and Civil Drafters,curated,
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF SCIENCE IN ARCHITECTURE,bachelor-of-science-in-architecture,3D Visualizer,27-1014.00,Special Effects Artists and Animators,gemini,0.85
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF SCIENCE IN ARCHITECTURE,bachelor-of-science-in-architecture,BIM Specialist,17-3011.00,Architectural and Civil Drafters,gemini,0.85
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF SCIENCE IN ARCHITECTURE,bachelor-of-science-in-architecture,Sustainable Design Consultant,13-1199.05,Sustainability Specialists,curated,
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF SCIENCE IN ARCHITECTURE,bachelor-of-science-in-architecture,Building Information Modeler,17-3011.00,Architectural and Civil Drafters,gemini,0.85
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF SCIENCE IN ARCHITECTURE,bachelor-of-science-in-architecture,Design Consultant,27-1029.00,"Designers, All Other",gemini,0.8
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF SCIENCE IN ARCHITECTURE,bachelor-of-science-in-architecture,Site Supervisor,47-1011.00,First-Line Supervisors of Construction Trades and Extraction Workers,gemini,0.9
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF SCIENCE IN ARCHITECTURE,bachelor-of-science-in-architecture,Planning Officer,19-3051.00,Urban and Regional Planners,gemini,0.75
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF SCIENCE IN ARCHITECTURE,bachelor-of-science-in-architecture,Heritage Conservation Officer,25-4013.00,Museum Technicians and Conservators,gemini,0.8
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF SCIENCE IN ARCHITECTURE,bachelor-of-science-in-architecture,Facilities Planner,11-3013.00,Facilities Managers,gemini,0.85
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF BUILDING SURVEYING,bachelor-of-building-surveying,Building Surveyor,47-4011.00,Construction and Building Inspectors,gemini,0.8
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF BUILDING SURVEYING,bachelor-of-building-surveying,Property Manager,11-9141.00,"Property, Real Estate, and Community Association Managers",curated,
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF BUILDING SURVEYING,bachelor-of-building-surveying,Facilities Manager,11-3013.00,Facilities Managers,curated,
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF BUILDING SURVEYING,bachelor-of-building-surveying,Construction Project Manager,11-9021.00,Construction Managers,gemini,0.95
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF BUILDING SURVEYING,bachelor-of-building-surveying,Quantity Surveyor,13-1051.00,Cost Estimators,gemini,0.95
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF BUILDING SURVEYING,bachelor-of-building-surveying,Site Inspector,47-4011.00,Construction and Building Inspectors,gemini,0.9
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF BUILDING SURVEYING,bachelor-of-building-surveying,Maintenance Manager,11-3013.00,Facilities Managers,gemini,0.85
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF BUILDING SURVEYING,bachelor-of-building-surveying,Building Control Officer,47-4011.00,Construction and Building Inspectors,gemini,0.95
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF BUILDING SURVEYING,bachelor-of-building-surveying,Health and Safety Officer,19-5011.00,Occupational Health and Safety Specialists,gemini,0.95
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF BUILDING SURVEYING,bachelor-of-building-surveying,Building Consultant,11-9021.00,Construction Managers,gemini,0.75
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF BUILDING SURVEYING,bachelor-of-building-surveying,Contract Administrator,13-1199.00,"Business Operations Specialists, All Other",gemini,0.85
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF BUILDING SURVEYING,bachelor-of-building-surveying,Technical Officer,17-3029.00,"Engineering Technologists and Technicians, Except Drafters, All Other",gemini,0.65
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF BUILDING SURVEYING,bachelor-of-building-surveying,Real Estate Valuer,13-2023.00,Appraisers and Assessors of Real Estate,gemini,0.95
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF BUILDING SURVEYING,bachelor-of-building-surveying,Risk Assessor,13-2054.00,Financial Risk Specialists,gemini,0.85
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF BUILDING SURVEYING,bachelor-of-building-surveying,Asset Manager,11-3031.03,Investment Fund Managers,gemini,0.85
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF BUILDING SURVEYING,bachelor-of-building-surveying,Building Compliance Officer,47-4011.00,Construction and Building Inspectors,gemini,0.95
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF QUANTITY SURVEYING,bachelor-of-quantity-surveying,Quantity Surveyor,13-1051.00,Cost Estimators,gemini,0.95
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF QUANTITY SURVEYING,bachelor-of-quantity-surveying,Cost Estimator,13-1051.00,Cost Estimators,curated,
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF QUANTITY SURVEYING,bachelor-of-quantity-surveying,Contract Manager,11-9199.00,"Managers, All Other",gemini,0.8
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF QUANTITY SURVEYING,bachelor-of-quantity-surveying,Project Manager,11-9041.00,Architectural and Engineering Managers,curated,
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF QUANTITY SURVEYING,bachelor-of-quantity-surveying,Construction Manager,11-9021.00,Construction Managers,curated,
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF QUANTITY SURVEYING,bachelor-of-quantity-surveying,Procurement Officer,43-3061.00,Procurement Clerks,curated,
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF QUANTITY SURVEYING,bachelor-of-quantity-surveying,Claims Consultant,13-1031.00,"Claims Adjusters, Examiners, and Investigators",gemini,0.85
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF QUANTITY SURVEYING,bachelor-of-quantity-surveying,Commercial Manager,11-1021.00,General and Operations Managers,gemini,0.8
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF QUANTITY SURVEYING,bachelor-of-quantity-surveying,Value Engineer,17-2112.00,Industrial Engineers,gemini,0.85
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF QUANTITY SURVEYING,bachelor-of-quantity-surveying,Risk Manager,11-3031.00,Financial Managers,gemini,0.85
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF QUANTITY SURVEYING,bachelor-of-quantity-surveying,Cost Planner,13-1051.00,Cost Estimators,gemini,0.9
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF QUANTITY SURVEYING,bachelor-of-quantity-surveying,Tendering Specialist,13-1051.00,Cost Estimators,gemini,0.9
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF QUANTITY SURVEYING,bachelor-of-quantity-surveying,Site Quantity Surveyor,13-1051.00,Cost Estimators,gemini,0.9
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF QUANTITY SURVEYING,bachelor-of-quantity-surveying,Construction Economist,13-1051.00,Cost Estimators,gemini,0.85
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF QUANTITY SURVEYING,bachelor-of-quantity-surveying,Development Consultant,,,unmapped,0.85
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF URBAN AND REGIONAL PLANNING,bachelor-of-urban-and-regional-planning,Urban Planner,19-3051.00,Urban and Regional Planners,gemini,0.98
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF URBAN AND REGIONAL PLANNING,bachelor-of-urban-and-regional-planning,Regional Planner,19-3051.00,Urban and Regional Planners,curated,
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF URBAN AND REGIONAL PLANNING,bachelor-of-urban-and-regional-planning,Town Planner,19-3051.00,Urban and Regional Planners,gemini,0.95
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF URBAN AND REGIONAL PLANNING,bachelor-of-urban-and-regional-planning,Land Use Planner,19-3051.00,Urban and Regional Planners,gemini,0.95
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF URBAN AND REGIONAL PLANNING,bachelor-of-urban-and-regional-planning,Transportation Planner,19-3099.01,Transportation Planners,curated,
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF URBAN AND REGIONAL PLANNING,bachelor-of-urban-and-regional-planning,Environmental Planner,19-3051.00,Urban and Regional Planners,gemini,0.85
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF URBAN AND REGIONAL PLANNING,bachelor-of-urban-and-regional-planning,City Planner,19-3051.00,Urban and Regional Planners,curated,
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF URBAN AND REGIONAL PLANNING,bachelor-of-urban-and-regional-planning,Housing Development Officer,19-3051.00,Urban and Regional Planners,gemini,0.8
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF URBAN AND REGIONAL PLANNING,bachelor-of-urban-and-regional-planning,Planning Consultant,19-3051.00,Urban and Regional Planners,curated,
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF URBAN AND REGIONAL PLANNING,bachelor-of-urban-and-regional-planning,Urban Designer,19-3051.00,Urban and Regional Planners,gemini,0.9
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF URBAN AND REGIONAL PLANNING,bachelor-of-urban-and-regional-planning,Policy Analyst,19-3094.00,Political Scientists,gemini,0.85
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF URBAN AND REGIONAL PLANNING,bachelor-of-urban-and-regional-planning,Community Development Officer,11-9151.00,Social and Community Service Managers,gemini,0.85
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF URBAN AND REGIONAL PLANNING,bachelor-of-urban-and-regional-planning,GIS Specialist,15-1299.02,Geographic Information Systems Technologists and Technicians,gemini,0.95
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF URBAN AND REGIONAL PLANNING,bachelor-of-urban-and-regional-planning,Zoning Officer,13-1041.00,Compliance Officers,gemini,0.85
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF URBAN AND REGIONAL PLANNING,bachelor-of-urban-and-regional-planning,Infrastructure Planner,19-3051.00,Urban and Regional Planners,gemini,0.9
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF URBAN AND REGIONAL PLANNING,bachelor-of-urban-and-regional-planning,Sustainable Development Consultant,13-1199.05,Sustainability Specialists,gemini,0.85
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF URBAN AND REGIONAL PLANNING,bachelor-of-urban-and-regional-planning,Research Officer,,,unmapped,0.85
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF URBAN AND REGIONAL PLANNING,bachelor-of-urban-and-regional-planning,Development Control Officer,19-3051.00,Urban and Regional Planners,gemini,0.85
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF REAL ESTATE,bachelor-of-real-estate,Real Estate Valuer,13-2023.00,Appraisers and Assessors of Real Estate,gemini,0.95
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF REAL ESTATE,bachelor-of-real-estate,Property Manager,11-9141.00,"Property, Real Estate, and Community Association Managers",curated,
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF REAL ESTATE,bachelor-of-real-estate,Real Estate Agent,41-9022.00,Real Estate Sales Agents,curated,
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF REAL ESTATE,bachelor-of-real-estate,Estate Planner,13-2052.00,Personal Financial Advisors,gemini,0.85
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF REAL ESTATE,bachelor-of-real-estate,Asset Manager,11-3031.03,Investment Fund Managers,gemini,0.85
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF REAL ESTATE,bachelor-of-real-estate,Investment Analyst,13-2051.00,Financial and Investment Analysts,curated,
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF REAL ESTATE,bachelor-of-real-estate,Property Consultant,41-9022.00,Real Estate Sales Agents,gemini,0.9
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF REAL ESTATE,bachelor-of-real-estate,Leasing Manager,11-9141.00,"Property, Real Estate, and Community Association Managers",curated,
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF REAL ESTATE,bachelor-of-real-estate,Real Estate Broker,41-9021.00,Real Estate Brokers,curated,
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF REAL ESTATE,bachelor-of-real-estate,Land Economist,19-3011.00,Economists,gemini,0.85
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF REAL ESTATE,bachelor-of-real-estate,Facilities Manager,11-3013.00,Facilities Managers,curated,
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF REAL ESTATE,bachelor-of-real-estate,Development Manager,11-9199.10,Wind Energy Development Managers,curated,
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF REAL ESTATE,bachelor-of-real-estate,Real Estate Appraiser,13-2023.00,Appraisers and Assessors of Real Estate,curated,
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF REAL ESTATE,bachelor-of-real-estate,Property Analyst,13-2051.00,Financial and Investment Analysts,gemini,0.85
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF REAL ESTATE,bachelor-of-real-estate,Portfolio Manager,11-3031.03,Investment Fund Managers,gemini,0.95
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF REAL ESTATE,bachelor-of-real-estate,Valuation Executive,13-2023.00,Appraisers and Assessors of Real Estate,gemini,0.85
FACULTY  OF BUILT ENVIRONMENT,BACHELOR OF REAL ESTATE,bachelor-of-real-estate,Real Estate Researcher,13-1161.00,Market Research Analysts and Marketing Specialists,gemini,0.8
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR OF BUSINESS ADMINISTRATION,bachelor-of-business-administration,Business Development Executive,13-1199.00,"Business Operations Specialists, All Other",gemini,0.8
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR OF BUSINESS ADMINISTRATION,bachelor-of-business-administration,Marketing Manager,11-2021.00,Marketing Managers,curated,
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR OF BUSINESS ADMINISTRATION,bachelor-of-business-administration,Human Resources Officer,13-1071.00,Human Resources Specialists,gemini,0.95
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR OF BUSINESS ADMINISTRATION,bachelor-of-business-administration,Operations Manager,11-1021.00,General and Operations Managers,curated,
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR OF BUSINESS ADMINISTRATION,bachelor-of-business-administration,Sales Executive,41-3091.00,"Sales Representatives of Services, Except Advertising, Insurance, Financial Services, and Travel",gemini,0.85
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR OF BUSINESS ADMINISTRATION,bachelor-of-business-administration,Project Manager,11-9041.00,Architectural and Engineering Managers,curated,
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR OF BUSINESS ADMINISTRATION,bachelor-of-business-administration,Management Consultant,13-1111.00,Management Analysts,gemini,0.95
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR OF BUSINESS ADMINISTRATION,bachelor-of-business-administration,Customer Relationship Manager,11-2022.00,Sales Managers,gemini,0.85
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR OF BUSINESS ADMINISTRATION,bachelor-of-business-administration,Entrepreneur,11-1021.00,General and Operations Managers,gemini,0.7
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR OF BUSINESS ADMINISTRATION,bachelor-of-business-administration,Business Analyst,13-1111.00,Management Analysts,gemini,0.9
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR OF BUSINESS ADMINISTRATION,bachelor-of-business-administration,Administrative Manager,11-3012.00,Administrative Services Managers,curated,
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR OF BUSINESS ADMINISTRATION,bachelor-of-business-administration,Product Manager,11-2021.00,Marketing Managers,curated,
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR OF BUSINESS ADMINISTRATION,bachelor-of-business-administration,Supply Chain Coordinator,13-1081.00,Logisticians,gemini,0.9
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR OF BUSINESS ADMINISTRATION,bachelor-of-business-administration,Retail Manager,41-1011.00,First-Line Supervisors of Retail Sales Workers,gemini,0.9
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR OF BUSINESS ADMINISTRATION,bachelor-of-business-administration,Brand Manager,11-2021.00,Marketing Managers,curated,
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR OF BUSINESS ADMINISTRATION,bachelor-of-business-administration,Corporate Trainer,13-1151.00,Training and Development Specialists,curated,
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR OF BUSINESS ADMINISTRATION,bachelor-of-business-administration,Public Relations Officer,27-3031.00,Public Relations Specialists,gemini,0.95
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR OF BUSINESS ADMINISTRATION,bachelor-of-business-administration,E-Commerce Specialist,13-1199.06,Online Merchants,gemini,0.9
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR OF BUSINESS ADMINISTRATION,bachelor-of-business-administration,Procurement Officer,43-3061.00,Procurement Clerks,curated,
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR OF BUSINESS ADMINISTRATION,bachelor-of-business-administration,Strategic Planning Executive,13-1111.00,Management Analysts,gemini,0.85
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR IN ACCOUNTING,bachelor-in-accounting,Accountant,13-2011.00,Accountants and Auditors,curated,
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR IN ACCOUNTING,bachelor-in-accounting,Auditor,13-2011.00,Accountants and Auditors,curated,
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR IN ACCOUNTING,bachelor-in-accounting,Tax Consultant,13-2082.00,Tax Preparers,curated,
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR IN ACCOUNTING,bachelor-in-accounting,Financial Analyst,13-2051.00,Financial and Investment Analysts,curated,
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR IN ACCOUNTING,bachelor-in-accounting,Budget Analyst,13-2031.00,Budget Analysts,curated,
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR IN ACCOUNTING,bachelor-in-accounting,Management Accountant,13-2011.00,Accountants and Auditors,gemini,0.95
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR IN ACCOUNTING,bachelor-in-accounting,Internal Auditor,13-2011.00,Accountants and Auditors,gemini,0.95
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR IN ACCOUNTING,bachelor-in-accounting,External Auditor,13-2011.00,Accountants and Auditors,gemini,0.95
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR IN ACCOUNTING,bachelor-in-accounting,Chief Financial Officer,11-3031.01,Treasurers and Controllers,gemini,0.95
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR IN ACCOUNTING,bachelor-in-accounting,Forensic Accountant,13-2099.04,"Fraud Examiners, Investigators and Analysts",gemini,0.9
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR IN ACCOUNTING,bachelor-in-accounting,Payroll Specialist,43-3051.00,Payroll and Timekeeping Clerks,curated,
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR IN ACCOUNTING,bachelor-in-accounting,Finance Manager,11-3031.00,Financial Managers,gemini,0.95
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR IN ACCOUNTING,bachelor-in-accounting,Credit Analyst,13-2041.00,Credit Analysts,curated,
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR IN ACCOUNTING,bachelor-in-accounting,Risk Analyst,13-2054.00,Financial Risk Specialists,curated,
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR IN ACCOUNTING,bachelor-in-accounting,Investment Analyst,13-2051.00,Financial and Investment Analysts,curated,
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR IN ACCOUNTING,bachelor-in-accounting,Compliance Officer,13-1041.00,Compliance Officers,curated,
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR IN ACCOUNTING,bachelor-in-accounting,Accounts Executive,13-2011.00,Accountants and Auditors,gemini,0.85
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR IN ACCOUNTING,bachelor-in-accounting,Financial Controller,11-3031.01,Treasurers and Controllers,gemini,0.95
FACULTY OF BUSINESS AND ECONOMIC,BACHELOR OF FINANCE,bachelor-of-finance,Financial Analyst,13-2051.00,Financial and Investment Analysts,curated,
